B4,B3,B2,B8,B11,B12,NDVI,NDBI,MNDWI,NDSLI,class,sample
0.10379999876022339,0.08959999680519104,0.06340000033378601,0.2425999939441681,0.24459999799728394,0.18170000612735748,0.40069282054901123,0.0041050985455513,-0.46379414200782776,0.4041331708431244,5,auto_distill
0.09546666592359543,0.07079999893903732,0.04565000161528587,0.2678000032901764,0.2748500108718872,0.1941000074148178,0.47439897060394287,0.012991813011467457,-0.5903370380401611,0.4844052493572235,2,auto_distill
0.11079999804496765,0.09780000150203705,0.07000000029802322,0.2282000035047531,0.2071000039577484,0.15770000219345093,0.3463127017021179,-0.048472315073013306,-0.3584781885147095,0.3029254674911499,7,auto_distill
0.13429999351501465,0.09350000321865082,0.06870000064373016,0.23725000023841858,0.31005001068115234,0.23694999516010284,0.27708250284194946,0.1330166459083557,-0.5366125702857971,0.3955215811729431,6,auto_distill
0.06015000119805336,0.06109999865293503,0.030750000849366188,0.27639999985694885,0.1891999989748001,0.11469999700784683,0.6425493955612183,-0.18728522956371307,-0.5117858648300171,0.5175455808639526,2,auto_distill
0.05469999834895134,0.06759999692440033,0.041600000113248825,0.29429998993873596,0.23880000412464142,0.12759999930858612,0.6865329742431641,-0.10410802066326141,-0.5587467551231384,0.627257227897644,2,auto_distill
0.12060000002384186,0.09839999675750732,0.07280000299215317,0.1981000006198883,0.20679999887943268,0.1624000072479248,0.24317540228366852,0.021486783400177956,-0.3551769554615021,0.2632865011692047,5,auto_distill
0.06930000334978104,0.06889999657869339,0.04699999839067459,0.25949999690055847,0.22859999537467957,0.14740000665187836,0.5784671306610107,-0.06330670416355133,-0.5368067622184753,0.5347431898117065,7,auto_distill
0.12639999389648438,0.08619999885559082,0.06920000165700912,0.19419999420642853,0.29010000824928284,0.21580000221729279,0.21147848665714264,0.19801779091358185,-0.5418549180030823,0.39303725957870483,6,auto_distill
0.07940000295639038,0.08399999886751175,0.05719999969005585,0.31520000100135803,0.2651999890804291,0.16500000655651093,0.5975671410560608,-0.08614750951528549,-0.5189003348350525,0.539175808429718,2,auto_distill
0.12919999659061432,0.10639999806880951,0.08079999685287476,0.2442999929189682,0.28209999203681946,0.23479999601840973,0.3081659972667694,0.07180850952863693,-0.45225223898887634,0.3717481195926666,7,auto_distill
0.054749999195337296,0.061650000512599945,0.04414999857544899,0.2190999984741211,0.18070000410079956,0.10989999771118164,0.6001460552215576,-0.0960480123758316,-0.4912317097187042,0.5349331498146057,2,auto_distill
0.1137000024318695,0.08635000139474869,0.060600001364946365,0.18369999527931213,0.22920000553131104,0.17499999701976776,0.23537321388721466,0.11019619554281235,-0.4527016282081604,0.3368329107761383,5,auto_distill
0.1423500031232834,0.1037599965929985,0.07840000092983246,0.21285000443458557,0.28540000319480896,0.22265000641345978,0.19847972691059113,0.14560963213443756,-0.4667489230632782,0.33442431688308716,6,auto_distill
0.13220000267028809,0.10000000149011612,0.07509999722242355,0.20250000059604645,0.2289000004529953,0.17759999632835388,0.21003882586956024,0.06119610369205475,-0.39191243052482605,0.26779285073280334,5,auto_distill
0.11249999701976776,0.08479999750852585,0.06404999643564224,0.2011999934911728,0.28839999437332153,0.2206999957561493,0.28275421261787415,0.17810457944869995,-0.5455520153045654,0.4387627840042114,6,auto_distill
0.14419999718666077,0.13500000536441803,0.12839999794960022,0.20424999296665192,0.2320999950170517,0.2126999944448471,0.17233461141586304,0.06382491439580917,-0.2645055651664734,0.23359021544456482,7,auto_distill
0.11819999665021896,0.08879999816417694,0.06859999895095825,0.23759999871253967,0.2838999927043915,0.20309999585151672,0.33558180928230286,0.08878234773874283,-0.52347731590271,0.412086546421051,5,auto_distill
0.09749999642372131,0.08250000327825546,0.06669999659061432,0.15880000591278076,0.2084999978542328,0.16509999334812164,0.23917287588119507,0.13531170785427094,-0.4329896569252014,0.36274510622024536,7,auto_distill
0.0778999999165535,0.07325000315904617,0.052149999886751175,0.16865000128746033,0.131400004029274,0.10970000177621841,0.3680795133113861,-0.12414596229791641,-0.2841436564922333,0.25561395287513733,5,auto_distill
0.17499999701976776,0.15199999511241913,0.1265999972820282,0.2248000055551529,0.24889999628067017,0.21080000698566437,0.12456230074167252,0.050876062363386154,-0.24170616269111633,0.1743335723876953,7,auto_distill
0.07919999957084656,0.07244999706745148,0.04820000007748604,0.23100000619888306,0.22609999775886536,0.15449999272823334,0.4893617033958435,-0.01071977335959673,-0.5146541595458984,0.4811660647392273,6,auto_distill
0.12720000743865967,0.0860000029206276,0.059300001710653305,0.21639999747276306,0.29739999771118164,0.21619999408721924,0.25960415601730347,0.15764889121055603,-0.5513823628425598,0.40084782242774963,6,auto_distill
0.11800000071525574,0.09160000085830688,0.06499999761581421,0.24660000205039978,0.24320000410079956,0.17739999294281006,0.35271531343460083,-0.006941604427993298,-0.45280763506889343,0.34662237763404846,5,auto_distill
0.08749999850988388,0.08259999752044678,0.06700000166893005,0.1826999932527542,0.1712999939918518,0.12110000103712082,0.35233160853385925,-0.03220338746905327,-0.34935012459754944,0.3238021433353424,7,auto_distill
0.121799997985363,0.07935000211000443,0.057750001549720764,0.23929999768733978,0.34005001187324524,0.24969999492168427,0.3253946304321289,0.17390181124210358,-0.6216022968292236,0.47255605459213257,3,auto_distill
0.16200000047683716,0.10700000077486038,0.0794999971985817,0.25999999046325684,0.38019999861717224,0.28929999470710754,0.23222747445106506,0.1877538412809372,-0.5607553124427795,0.4024345278739929,6,auto_distill
0.0731000006198883,0.0771000012755394,0.04834999889135361,0.28714999556541443,0.24969999492168427,0.1813499927520752,0.5941706895828247,-0.06975878030061722,-0.5281517505645752,0.5470879673957825,7,auto_distill
0.0832500010728836,0.06509999930858612,0.04845000058412552,0.17534999549388885,0.23845000565052032,0.1762000024318695,0.35614848136901855,0.15248915553092957,-0.5710756182670593,0.48243704438209534,2,auto_distill
0.14720000326633453,0.13169999420642853,0.12680000066757202,0.1858000010251999,0.22554999589920044,0.2089499980211258,0.11591590940952301,0.09663302451372147,-0.26270121335983276,0.21019448339939117,7,auto_distill
0.05460000038146973,0.07639999687671661,0.04529999941587448,0.33695000410079956,0.18614999949932098,0.1018500030040741,0.7211084365844727,-0.2882814109325409,-0.41801562905311584,0.5464174151420593,2,auto_distill
0.13660000264644623,0.10040000081062317,0.07419999688863754,0.2287999987602234,0.2797999978065491,0.21299999952316284,0.25232622027397156,0.10027526319026947,-0.4718569219112396,0.34390008449554443,5,auto_distill
0.10480000078678131,0.07689999788999557,0.052949998527765274,0.20714999735355377,0.22294999659061432,0.15494999289512634,0.3280974328517914,0.036735642701387405,-0.48707687854766846,0.3604881763458252,6,auto_distill
0.052400000393390656,0.058400001376867294,0.04439999908208847,0.17720000445842743,0.10970000177621841,0.07169999927282333,0.5435540080070496,-0.23527361452579498,-0.3051754832267761,0.35348549485206604,1,auto_distill
0.12639999389648438,0.08500000089406967,0.06279999762773514,0.26600000262260437,0.2935999929904938,0.21150000393390656,0.3557594418525696,0.049320925027132034,-0.5509772896766663,0.3980952501296997,6,auto_distill
0.09830000251531601,0.08020000159740448,0.061900001019239426,0.18844999372959137,0.20235000550746918,0.14740000665187836,0.314385324716568,0.03556809574365616,-0.43231287598609924,0.34608349204063416,5,auto_distill
0.07684999704360962,0.06634999811649323,0.044199999421834946,0.2170500010251999,0.22190000116825104,0.15434999763965607,0.47703301906585693,0.01104909460991621,-0.5396357178688049,0.4855230152606964,2,auto_distill
0.08529999852180481,0.06970000267028809,0.04450000077486038,0.25220000743865967,0.25609999895095825,0.18479999899864197,0.49451854825019836,0.007672617677599192,-0.5721301436424255,0.5002928972244263,6,auto_distill
0.16699999570846558,0.1340000033378601,0.1111999973654747,0.24160000681877136,0.29809999465942383,0.24619999527931213,0.18257467448711395,0.10468776524066925,-0.37977316975593567,0.2818748652935028,7,auto_distill
0.06714999675750732,0.06639999896287918,0.041099999099969864,0.22910000383853912,0.21799999475479126,0.1473499983549118,0.54666668176651,-0.02482668124139309,-0.5330520272254944,0.529019832611084,5,auto_distill
0.09520000219345093,0.08449999988079071,0.059300001710653305,0.23600000143051147,0.22210000455379486,0.17399999499320984,0.4251207709312439,-0.030342712998390198,-0.4487932324409485,0.3999369740486145,7,auto_distill
0.11879999935626984,0.09730000048875809,0.0723000019788742,0.23100000619888306,0.2295999974012375,0.16040000319480896,0.320754736661911,-0.00303953280672431,-0.40471091866493225,0.31802526116371155,5,auto_distill
0.10670000314712524,0.08370000123977661,0.06499999761581421,0.15940000116825104,0.22759999334812164,0.19300000369548798,0.19804583489894867,0.1762273758649826,-0.4622550308704376,0.3616511821746826,6,auto_distill
0.07000000029802322,0.0714000016450882,0.04989999905228615,0.26159998774528503,0.2203499972820282,0.13865000009536743,0.5778045654296875,-0.08558977395296097,-0.5105398297309875,0.517823338508606,2,auto_distill
0.05939999967813492,0.05979999899864197,0.040699999779462814,0.2257000058889389,0.16979999840259552,0.1054999977350235,0.5833041071891785,-0.14134009182453156,-0.47909408807754517,0.481675386428833,7,auto_distill
0.02044999971985817,0.03929999843239784,0.032249998301267624,0.01080000028014183,0.014100000262260437,0.014650000259280205,-0.30879998207092285,0.1325301229953766,0.4719100892543793,-0.18379159271717072,1,auto_distill
0.11559999734163284,0.08659999817609787,0.05719999969005585,0.20759999752044678,0.2363000065088272,0.18195000290870667,0.2846534848213196,0.06465422362089157,-0.46361103653907776,0.34299519658088684,5,auto_distill
0.12330000102519989,0.0869000032544136,0.0658000037074089,0.20614999532699585,0.23295000195503235,0.16290000081062317,0.25147971510887146,0.0610339492559433,-0.4566202759742737,0.30778947472572327,2,auto_distill
0.12690000236034393,0.09889999777078629,0.07864999771118164,0.1907999962568283,0.2578999996185303,0.20059999823570251,0.201133131980896,0.1495431363582611,-0.4456278085708618,0.34043657779693604,6,auto_distill
0.12620000541210175,0.125,0.1225999966263771,0.15070000290870667,0.21299999952316284,0.2125999927520752,0.08847958594560623,0.17129501700401306,-0.26035502552986145,0.2558962106704712,7,auto_distill
0.06440000236034393,0.07000000029802322,0.04390000179409981,0.2522999942302704,0.19314999878406525,0.11339999735355377,0.5933059453964233,-0.1327870637178421,-0.46798402070999146,0.4999029040336609,2,auto_distill
0.06080000102519989,0.06909999996423721,0.03983333334326744,0.282150000333786,0.20544999837875366,0.1193000003695488,0.6454293727874756,-0.15730106830596924,-0.49663084745407104,0.5432863831520081,2,auto_distill
0.10939999669790268,0.09139999747276306,0.061799999326467514,0.23909999430179596,0.27950000762939453,0.2012999951839447,0.3721664249897003,0.07790207117795944,-0.5071448087692261,0.43738752603530884,7,auto_distill
0.07530000060796738,0.06599999964237213,0.052000001072883606,0.17980000376701355,0.2168000042438507,0.1964000016450882,0.409643292427063,0.09329298883676529,-0.5332390666007996,0.4844231605529785,7,auto_distill
0.10300000011920929,0.0803999975323677,0.05959999933838844,0.2298000007867813,0.27079999446868896,0.19249999523162842,0.38100960850715637,0.08190170675516129,-0.5421412587165833,0.4489031434059143,5,auto_distill
0.1581999957561493,0.1151999980211258,0.09179999679327011,0.2574000060558319,0.3296000063419342,0.25600001215934753,0.2386910766363144,0.12299829721450806,-0.48201438784599304,0.3513735234737396,7,auto_distill
0.09929999709129333,0.07824999839067459,0.05285000056028366,0.15029999613761902,0.1716500073671341,0.133200004696846,0.20432692766189575,0.0663146823644638,-0.3737495243549347,0.2670234739780426,5,auto_distill
0.13314999639987946,0.08460000157356262,0.05525000020861626,0.20995000004768372,0.2609499990940094,0.20694999396800995,0.22384145855903625,0.1083032488822937,-0.5103458166122437,0.3242831826210022,6,auto_distill
0.07339999824762344,0.07660000026226044,0.05079999938607216,0.22630000114440918,0.19949999451637268,0.14000000059604645,0.5101768374443054,-0.06294036656618118,-0.44512856006622314,0.46207401156425476,5,auto_distill
0.06615000218153,0.06515000015497208,0.04854999855160713,0.1894499957561493,0.17239999771118164,0.11940000206232071,0.48239433765411377,-0.04711896553635597,-0.45148390531539917,0.4453992545604706,5,auto_distill
0.0340999998152256,0.05460000038146973,0.02824999950826168,0.3160499930381775,0.16615000367164612,0.08349999785423279,0.8052263259887695,-0.3108668327331543,-0.5053227543830872,0.6594257354736328,2,auto_distill
0.13600000739097595,0.10499999672174454,0.08160000294446945,0.2207999974489212,0.2721000015735626,0.2134000062942505,0.23766812682151794,0.10407791286706924,-0.44311854243278503,0.33349665999412537,7,auto_distill
0.017400000244379044,0.028966667130589485,0.024000000208616257,0.014700000174343586,0.01269999984651804,0.011633333750069141,-0.08411215245723724,-0.0729927122592926,0.3904000222682953,-0.15614619851112366,1,auto_distill
0.1467999964952469,0.10679999738931656,0.07400000095367432,0.2321999967098236,0.3066999912261963,0.24619999527931213,0.22532981634140015,0.13824456930160522,-0.48343411087989807,0.352590948343277,6,auto_distill
0.0729999989271164,0.08619999885559082,0.05389999970793724,0.2687000036239624,0.19760000705718994,0.11659999936819077,0.5727246403694153,-0.1524769365787506,-0.3925299644470215,0.46045824885368347,5,auto_distill
0.05900000035762787,0.057999998331069946,0.032019998878240585,0.249099999666214,0.2409999966621399,0.16110000014305115,0.6170074343681335,-0.016527244821190834,-0.6120401620864868,0.6066666841506958,2,auto_distill
0.04874999821186066,0.05420000106096268,0.0375249981880188,0.2649500072002411,0.16840000450611115,0.09809999912977219,0.6891934871673584,-0.2227991223335266,-0.5130278468132019,0.5510016083717346,2,auto_distill
0.06679999828338623,0.06880000233650208,0.042500000447034836,0.28519999980926514,0.23109999299049377,0.13439999520778656,0.6204545497894287,-0.1047840565443039,-0.5411803722381592,0.5515273809432983,2,auto_distill
0.15219999849796295,0.10620000213384628,0.07810000330209732,0.2533999979496002,0.3693000078201294,0.2962999939918518,0.2495069056749344,0.18612495064735413,-0.5533123016357422,0.41629916429519653,6,auto_distill
0.08784999698400497,0.07975000143051147,0.050999999046325684,0.2167000025510788,0.22075000405311584,0.16979999840259552,0.42308324575424194,0.009258204139769077,-0.4692179560661316,0.4306545853614807,5,auto_distill
0.06849999725818634,0.0706000030040741,0.048900000751018524,0.2540000081062317,0.18240000307559967,0.12380000203847885,0.5751938223838806,-0.16406966745853424,-0.4418972134590149,0.4539657533168793,5,auto_distill
0.1956000030040741,0.13619999587535858,0.09600000083446503,0.2894333302974701,0.3398999869823456,0.2570500075817108,0.1934574842453003,0.08019066601991653,-0.42785128951072693,0.2694677710533142,5,auto_distill
0.13660000264644623,0.10859999805688858,0.08649999648332596,0.18889999389648438,0.25380000472068787,0.20659999549388885,0.16067585349082947,0.14660042524337769,-0.40066227316856384,0.30020490288734436,6,auto_distill
0.04839999973773956,0.056299999356269836,0.033799998462200165,0.249099999666214,0.1826000064611435,0.10790000110864639,0.6746218204498291,-0.15404213964939117,-0.5286731123924255,0.5809524059295654,2,auto_distill
0.17080000042915344,0.14830000698566437,0.1185000017285347,0.24414999783039093,0.24584999680519104,0.20239999890327454,0.17676827311515808,0.0034693856723606586,-0.24749457836151123,0.18012720346450806,7,auto_distill
0.1444000005722046,0.10000000149011612,0.07559999823570251,0.26019999384880066,0.3506999909877777,0.271699994802475,0.2862085998058319,0.14814208447933197,-0.5562458038330078,0.41668349504470825,6,auto_distill
0.12080000340938568,0.11259999871253967,0.09589999914169312,0.22920000553131104,0.17470000684261322,0.13269999623298645,0.30971428751945496,-0.13493438065052032,-0.21615038812160492,0.18240271508693695,7,auto_distill
0.10159999877214432,0.08980000019073486,0.06340000033378601,0.2994000017642975,0.26750001311302185,0.17110000550746918,0.49326685070991516,-0.05627092719078064,-0.49734118580818176,0.44947171211242676,2,auto_distill
0.07129999995231628,0.06809999793767929,0.04639999940991402,0.21140000224113464,0.23389999568462372,0.16189999878406525,0.4955783486366272,0.05052771791815758,-0.5490066409111023,0.5327653884887695,7,auto_distill
0.13369999825954437,0.08609999716281891,0.05939999967813492,0.2418999969959259,0.3546999990940094,0.2671999931335449,0.288072407245636,0.1890714019536972,-0.6093466281890869,0.4524979591369629,3,auto_distill
0.15060000121593475,0.11959999799728394,0.09300000220537186,0.21729999780654907,0.25949999690055847,0.2053000032901764,0.18129925429821014,0.08850671350955963,-0.3690319061279297,0.26554498076438904,5,auto_distill
0.09939999878406525,0.07045000046491623,0.05128749832510948,0.20419999957084656,0.26034998893737793,0.1975499987602234,0.34519103169441223,0.12086963653564453,-0.5740628838539124,0.4473940134048462,6,auto_distill
0.12540000677108765,0.0949999988079071,0.06480000168085098,0.1809999942779541,0.2078000009059906,0.15700000524520874,0.1814620941877365,0.06893005967140198,-0.37252312898635864,0.24729889631271362,5,auto_distill
0.18569999933242798,0.16179999709129333,0.13910000026226044,0.23395000398159027,0.23594999313354492,0.21275000274181366,0.11497677862644196,0.004256201442331076,-0.1864236295223236,0.11917465925216675,7,auto_distill
0.09960000216960907,0.09769999980926514,0.08020000159740448,0.20155000686645508,0.19979999959468842,0.157150000333786,0.3385356068611145,-0.00436030188575387,-0.34319326281547546,0.3346693217754364,7,auto_distill
0.14869999885559082,0.10660000145435333,0.08290000259876251,0.23880000412464142,0.3007499873638153,0.2493000030517578,0.23251613974571228,0.11481787264347076,-0.47661712765693665,0.338302344083786,5,auto_distill
0.02879999950528145,0.044599998742341995,0.031300000846385956,0.02290000021457672,0.03370000049471855,0.023499999195337296,-0.11411990970373154,0.19081272184848785,0.13920815289020538,0.07840001583099365,1,auto_distill
0.08950000256299973,0.0722000002861023,0.05285000056028366,0.19300000369548798,0.2325499951839447,0.17260000109672546,0.36637169122695923,0.09293852746486664,-0.5261690020561218,0.44418567419052124,2,auto_distill
0.09059999883174896,0.08380000293254852,0.06199999898672104,0.21940000355243683,0.1949000060558319,0.12929999828338623,0.41548389196395874,-0.059135884046554565,-0.39863651990890503,0.3653240203857422,5,auto_distill
0.09440000355243683,0.08304999768733978,0.06109999865293503,0.22380000352859497,0.21095000207424164,0.155799999833107,0.4066624641418457,-0.02955722063779831,-0.43503403663635254,0.38169312477111816,5,auto_distill
0.133200004696846,0.11219999939203262,0.08389999717473984,0.24079999327659607,0.26350000500679016,0.2046000063419342,0.28770050406455994,0.04501291364431381,-0.40271493792533875,0.32845979928970337,7,auto_distill
0.12710000574588776,0.09905000030994415,0.07604999840259552,0.21484999358654022,0.25404998660087585,0.19670000672340393,0.2566164433956146,0.08359990268945694,-0.43896910548210144,0.33307093381881714,5,auto_distill
0.07320000231266022,0.07400000095367432,0.052000001072883606,0.22849999368190765,0.18459999561309814,0.11959999799728394,0.5147497057914734,-0.10626966506242752,-0.42768752574920654,0.43211790919303894,5,auto_distill
0.17970000207424164,0.121799997985363,0.08609999716281891,0.2662999927997589,0.35749998688697815,0.2897000014781952,0.19417038559913635,0.14620070159435272,-0.491758793592453,0.33097541332244873,5,auto_distill
0.13899999856948853,0.10830000042915344,0.07479999959468842,0.19235000014305115,0.23960000276565552,0.20774999260902405,0.16100800037384033,0.10938766598701477,-0.3774073123931885,0.2657158076763153,7,auto_distill
0.08044999837875366,0.06755000352859497,0.044520001858472824,0.2190999984741211,0.2357500046491623,0.15667499601840973,0.46286097168922424,0.03660548850893974,-0.5545664429664612,0.4911448657512665,2,auto_distill
0.10109999775886536,0.08370000123977661,0.05689999833703041,0.24740000069141388,0.2750000059604645,0.2106499969959259,0.41979914903640747,0.052833087742328644,-0.5333147644996643,0.46237704157829285,2,auto_distill
0.1298999935388565,0.10869999974966049,0.08425000309944153,0.2705000042915344,0.2816999852657318,0.18850000202655792,0.3511488735675812,0.020282471552491188,-0.44313523173332214,0.3688046634197235,2,auto_distill
0.051100000739097595,0.060600001364946365,0.03830000013113022,0.28949999809265137,0.19699999690055847,0.11270000040531158,0.6999412775039673,-0.19013361632823944,-0.5295031070709229,0.5880693197250366,2,auto_distill
0.15219999849796295,0.12800000607967377,0.09600000083446503,0.1964000016450882,0.23440000414848328,0.17669999599456787,0.12679289281368256,0.08820798993110657,-0.2935982346534729,0.21262288093566895,5,auto_distill
0.1468999981880188,0.09950000047683716,0.0723000019788742,0.23549999296665192,0.26179999113082886,0.19769999384880066,0.2316945493221283,0.05288558080792427,-0.4492111802101135,0.28113529086112976,7,auto_distill
0.1177000030875206,0.08704999834299088,0.06769999861717224,0.2147500067949295,0.28790000081062317,0.2240999937057495,0.2919236123561859,0.14552868902683258,-0.5356714129447937,0.4196252226829529,6,auto_distill
0.13339999318122864,0.11180000007152557,0.09260000288486481,0.21490000188350677,0.19769999384880066,0.15700000524520874,0.23399370908737183,-0.04168688505887985,-0.27754440903663635,0.19420115649700165,5,auto_distill
0.11760000139474869,0.10760000348091125,0.0729999989271164,0.26089999079704285,0.23430000245571136,0.16859999299049377,0.37859970331192017,-0.053715646266937256,-0.3705761730670929,0.33162829279899597,5,auto_distill
0.1736000031232834,0.11720000207424164,0.07999999821186066,0.2540000081062317,0.3273000121116638,0.2531000077724457,0.18802620470523834,0.1260966807603836,-0.472665935754776,0.3068476915359497,5,auto_distill
0.09080000221729279,0.07599999755620956,0.05700000002980232,0.2085999995470047,0.2581999897956848,0.1996999979019165,0.39345356822013855,0.10625533759593964,-0.5451825261116028,0.4796561300754547,2,auto_distill
0.050200000405311584,0.05779999867081642,0.03610000014305115,0.24512499570846558,0.25072500109672546,0.16304999589920044,0.6600355505943298,0.011293749324977398,-0.6253139972686768,0.6663620471954346,2,auto_distill
0.11100000143051147,0.09974999725818634,0.0714000016450882,0.2720833420753479,0.24605000019073486,0.1898999959230423,0.42049163579940796,-0.05024448409676552,-0.42307692766189575,0.37823835015296936,7,auto_distill
0.13120000064373016,0.0835999995470047,0.05739999935030937,0.2337000072002411,0.2975499927997589,0.2337000072002411,0.28089889883995056,0.12018820643424988,-0.5613275766372681,0.3879883289337158,5,auto_distill
0.13699999451637268,0.11760000139474869,0.10170000046491623,0.1602499932050705,0.1793999969959259,0.14794999361038208,0.07821698486804962,0.05638158321380615,-0.20808079838752747,0.13400760293006897,7,auto_distill
0.13120000064373016,0.0966000035405159,0.07699999958276749,0.20960000157356262,0.28299999237060547,0.21490000188350677,0.23004694283008575,0.14900526404380798,-0.49104318022727966,0.36648961901664734,5,auto_distill
0.0568000003695488,0.07010000199079514,0.03020000085234642,0.32199999690055847,0.21439999341964722,0.11699999868869781,0.700105607509613,-0.20059658586978912,-0.507205605506897,0.5811209082603455,2,auto_distill
0.12710000574588776,0.08694999665021896,0.060350000858306885,0.2831000089645386,0.3033500015735626,0.20970000326633453,0.3803022801876068,0.03452978655695915,-0.5544453263282776,0.40945520997047424,2,auto_distill
0.1542000025510788,0.15399999916553497,0.12839999794960022,0.30550000071525574,0.241799995303154,0.15629999339580536,0.329127699136734,-0.11638955771923065,-0.22182920575141907,0.22121210396289825,5,auto_distill
0.15639999508857727,0.10239999741315842,0.08139999955892563,0.2574000060558319,0.3319000005722046,0.24210000038146973,0.24407929182052612,0.12642116844654083,-0.5284366011619568,0.35941022634506226,6,auto_distill
0.093299999833107,0.08860000222921371,0.06310000270605087,0.24150000512599945,0.2313999980688095,0.16529999673366547,0.4426523447036743,-0.021357595920562744,-0.44624999165534973,0.4253156781196594,7,auto_distill
0.07845000177621841,0.08495000004768372,0.0625,0.263700008392334,0.20200000703334808,0.12919999659061432,0.5414292216300964,-0.13248872756958008,-0.4079107940196991,0.44054198265075684,5,auto_distill
0.07440000027418137,0.07240000367164612,0.050999999046325684,0.20720000565052032,0.16895000636577606,0.11275000125169754,0.47159090638160706,-0.10168815404176712,-0.4000414311885834,0.3885350525379181,5,auto_distill
0.12600000202655792,0.11159999668598175,0.07959999889135361,0.2214999943971634,0.21250000596046448,0.1720999926328659,0.27482011914253235,-0.020737299695611,-0.31132370233535767,0.2555391490459442,7,auto_distill
0.10980000346899033,0.08100000023841858,0.0608999989926815,0.1868000030517578,0.23890000581741333,0.19040000438690186,0.2596088945865631,0.12238666415214539,-0.4935917556285858,0.3702322840690613,6,auto_distill
0.06109999865293503,0.06430000066757202,0.042149998247623444,0.24605000019073486,0.18639999628067017,0.12530000507831573,0.6021487712860107,-0.13793502748012543,-0.4870362877845764,0.5062626004219055,7,auto_distill
0.15919999778270721,0.1371999979019165,0.11020000278949738,0.1988999992609024,0.22789999842643738,0.1931000053882599,0.11086289584636688,0.06794751435518265,-0.24842509627342224,0.1774735301733017,7,auto_distill
0.13539999723434448,0.09802500158548355,0.07661999762058258,0.22357499599456787,0.2973000109195709,0.2199999988079071,0.2456299215555191,0.14154070615768433,-0.5040789246559143,0.3741622567176819,2,auto_distill
0.09040000289678574,0.07599999755620956,0.052400000393390656,0.2167000025510788,0.195700004696846,0.1453000009059906,0.4112666845321655,-0.05092142894864082,-0.4405594766139984,0.368053138256073,5,auto_distill
0.10719999670982361,0.08789999783039093,0.06129999831318855,0.1894499957561493,0.1995999962091446,0.1476999968290329,0.27726277709007263,0.026089193299412727,-0.3885217308998108,0.3011734187602997,5,auto_distill
0.09849999845027924,0.07779999822378159,0.050200000405311584,0.17759999632835388,0.1941000074148178,0.14730000495910645,0.28649041056632996,0.04439066722989082,-0.4277307987213135,0.32672592997550964,5,auto_distill
0.11289999634027481,0.09149999916553497,0.07999999821186066,0.14219999313354492,0.1965000033378601,0.1736000031232834,0.11485691368579865,0.16031889617443085,-0.3645833432674408,0.2702004015445709,7,auto_distill
0.04580000042915344,0.06369999796152115,0.042500000447034836,0.2483000010251999,0.08869999647140503,0.051500000059604645,0.6885412931442261,-0.47359052300453186,-0.16404199600219727,0.3189590871334076,1,auto_distill
0.07999999821186066,0.0681999996304512,0.05130000039935112,0.19760000705718994,0.19220000505447388,0.12489999830722809,0.4236311614513397,-0.013853263109922409,-0.4761904776096344,0.41219693422317505,2,auto_distill
0.1274999976158142,0.10170000046491623,0.06729999929666519,0.24729999899864197,0.210999995470047,0.16584999859333038,0.31963714957237244,-0.07920576632022858,-0.34953629970550537,0.2466765195131302,5,auto_distill
0.1873999983072281,0.13220000267028809,0.09700000286102295,0.2678999900817871,0.35359999537467957,0.2676999866962433,0.1768064945936203,0.1378922015428543,-0.45574310421943665,0.3072088658809662,5,auto_distill
0.1185000017285347,0.08309999853372574,0.05745000019669533,0.2061000019311905,0.2240000069141388,0.18070000410079956,0.2698706090450287,0.041618239134550095,-0.45880821347236633,0.3080292046070099,5,auto_distill
0.12630000710487366,0.08754999935626984,0.06735000014305115,0.20069999992847443,0.28760001063346863,0.2207999974489212,0.22752290964126587,0.17796438932418823,-0.5332533717155457,0.38970765471458435,6,auto_distill
0.2784000039100647,0.2612000107765198,0.2176000028848648,0.288100004196167,0.28450000286102295,0.2709999978542328,0.01712268404662609,-0.006287113763391972,-0.04269743710756302,0.010836736299097538,7,auto_distill
0.1738000065088272,0.11379999667406082,0.07654999941587448,0.27195000648498535,0.4016749858856201,0.30094999074935913,0.22019068896770477,0.19257745146751404,-0.5584654808044434,0.3959771990776062,6,auto_distill
0.06440000236034393,0.06970000267028809,0.040800001472234726,0.26570001244544983,0.19499999284744263,0.1348000019788742,0.609815239906311,-0.15346215665340424,-0.47336605191230774,0.5034695267677307,5,auto_distill
0.07159999758005142,0.0714000016450882,0.05260000005364418,0.23170000314712524,0.18289999663829803,0.1193000003695488,0.5278602242469788,-0.11770382523536682,-0.43845850229263306,0.4373281002044678,5,auto_distill
0.15039999783039093,0.10360000282526016,0.07325000315904617,0.23999999463558197,0.3319000005722046,0.25589999556541443,0.2295081913471222,0.16069243848323822,-0.5242249965667725,0.37632179260253906,6,auto_distill
0.12319999933242798,0.093299999833107,0.06260000169277191,0.20600000023841858,0.26440000534057617,0.19089999794960022,0.2515188455581665,0.12414967268705368,-0.47833380103111267,0.36429309844970703,5,auto_distill
0.12549999356269836,0.0953499972820282,0.07280000299215317,0.21205000579357147,0.2777499854564667,0.22589999437332153,0.2564064860343933,0.1341363489627838,-0.48887696862220764,0.37755733728408813,5,auto_distill
